,race,age,engnat,gender,hand,source,country,O,C,E,A,N
7590,3,22,1,2,1,2,US,3.3,3.4,3.1,3.3,3.6
7591,3,55,1,2,1,1,US,3.2,3.0,3.1,3.4,3.4
7592,3,24,1,1,1,2,CA,3.0,3.2,2.9,2.5,2.0
7593,11,14,1,2,1,2,MY,2.2,2.6,3.4,2.6,2.2
7594,11,20,2,1,1,1,PH,3.5,2.7,3.0,3.7,3.2
7595,1,13,2,1,1,1,US,3.6,3.2,2.6,2.8,3.6
7596,3,42,1,2,1,1,US,3.5,3.5,2.9,2.9,4.0
7597,1,15,1,2,2,1,AU,3.2,3.1,3.3,3.3,3.6
7598,3,46,1,1,1,1,US,3.4,3.5,3.0,2.9,2.6
7599,11,26,1,1,1,1,PH,3.0,3.0,3.3,3.0,3.1
7600,4,21,1,2,1,5,US,3.2,3.4,2.9,3.4,3.2
7601,1,43,1,1,1,1,US,3.1,2.9,3.6,3.1,2.2
7602,3,35,1,2,1,2,CA,3.5,3.1,3.3,3.1,2.5
7603,11,17,2,2,1,1,US,3.4,3.6,3.6,3.3,3.2
7604,3,40,1,1,1,2,CA,3.4,3.0,2.9,2.8,3.5
7605,5,18,1,2,1,5,US,2.6,3.1,3.1,3.0,3.5
7606,3,23,2,1,1,1,BR,3.8,3.3,3.2,2.8,4.9
7607,3,20,1,1,1,1,AU,3.6,3.2,3.1,2.8,2.2
7608,11,51,2,2,1,1,PH,3.3,3.3,3.0,3.4,1.7
7609,3,31,2,2,1,1,US,2.2,3.5,2.7,2.9,3.0
7610,1,21,2,1,1,1,BR,3.6,3.3,3.2,3.1,3.1
7611,13,19,2,2,1,1,PK,3.2,2.9,3.3,3.2,3.4
7612,3,24,1,1,1,5,US,3.2,3.4,3.0,2.6,2.6
7613,3,27,1,2,2,1,AU,3.5,3.3,3.4,2.8,3.0
7614,3,24,1,2,1,1,NZ,3.1,3.8,3.0,3.3,3.2
7615,3,43,1,1,1,1,US,2.9,2.7,3.2,2.9,2.1
7616,3,21,1,2,1,5,US,2.7,2.9,2.9,2.8,4.0
7617,1,18,1,1,1,1,BR,3.3,2.9,3.3,3.3,2.8
7618,3,18,2,2,1,5,BR,2.9,2.7,3.0,3.4,4.3
7619,3,16,1,2,1,1,AU,3.4,3.4,2.7,3.1,3.6
7620,3,25,2,1,1,1,BR,3.0,3.1,3.5,3.0,3.0
7621,11,14,1,1,1,1,US,4.5,3.2,4.4,3.0,3.7
7622,3,34,2,2,1,5,NZ,3.0,3.1,2.7,3.0,3.2
7623,3,32,1,2,1,1,AU,3.5,2.4,3.0,3.1,2.6
7624,1,25,2,2,1,1,BR,3.6,2.7,3.1,3.0,2.9
7625,4,21,2,2,1,1,US,3.1,3.2,3.7,3.2,3.5
7626,13,23,1,1,1,1,US,3.9,3.3,3.1,3.1,2.3
7627,11,45,1,2,1,5,GB,3.4,3.1,3.2,3.2,2.5
7628,3,40,1,2,2,1,GB,3.0,3.0,2.9,3.3,3.5
7629,3,20,2,2,1,2,NO,3.4,3.1,3.2,2.9,2.5
7630,3,15,2,2,1,1,SE,3.4,3.2,2.8,2.8,3.6
7631,13,27,2,1,1,1,IN,2.8,3.2,3.4,3.7,3.2
7632,3,23,2,1,2,2,NL,3.7,2.9,2.8,2.1,2.3
7633,4,33,2,1,1,2,IN,3.0,4.1,3.6,3.7,2.6
7634,13,20,1,2,1,5,US,2.6,2.8,2.9,2.7,2.4
7635,3,31,1,2,1,2,CA,3.8,3.0,2.4,3.7,3.8
7636,11,13,1,2,2,5,AU,3.4,3.1,3.1,3.2,3.1
7637,3,37,1,1,1,2,AU,3.4,3.2,3.2,2.9,3.0
7638,3,30,1,2,1,1,AU,3.3,3.6,3.0,3.0,3.2
7639,4,33,2,1,2,1,IN,3.4,3.9,3.3,2.6,3.3
7640,3,45,1,1,1,2,GB,2.8,3.2,2.4,2.9,4.2
7641,3,20,2,1,1,1,ES,3.7,3.3,3.6,3.1,2.5
7642,13,45,2,2,1,1,ZA,3.5,3.4,2.8,3.9,3.8
7643,3,18,1,1,1,5,GB,3.6,2.9,2.9,2.7,3.0
7644,3,30,1,2,1,1,AU,3.2,3.3,3.0,3.1,3.8
7645,13,18,1,2,1,1,IN,3.6,3.4,3.4,3.0,4.0
7646,3,48,1,1,1,1,US,3.8,4.2,4.0,4.0,3.2
7647,6,42,2,2,1,1,KE,3.1,3.3,3.2,3.1,3.1
7648,3,38,1,1,1,1,AU,3.3,3.5,3.0,1.9,3.1
7649,3,43,1,1,1,1,GB,3.3,2.7,2.9,3.3,2.7
7650,3,39,1,1,2,1,US,3.5,3.2,2.7,3.2,3.4
7651,3,30,2,1,2,1,PL,3.8,3.6,2.1,3.7,3.9
7652,11,18,2,2,1,1,PH,2.9,3.9,3.2,3.7,3.9
7653,8,25,1,1,1,1,CA,3.3,3.3,3.1,3.0,3.3
7654,4,23,2,2,1,1,IN,2.7,2.9,2.7,3.1,2.9
7655,13,26,1,1,0,1,IN,3.3,3.0,2.9,2.7,3.0
7656,6,36,2,1,1,2,EG,3.3,2.8,2.9,2.9,2.3
7657,13,18,1,2,1,1,GB,2.9,2.6,3.0,2.8,2.9
7658,13,19,2,2,1,1,IN,3.3,3.0,3.1,3.2,3.8
7659,9,19,1,1,1,2,TH,2.4,2.7,2.7,3.1,3.4
7660,1,21,2,1,1,1,US,3.6,3.7,2.7,3.3,2.7
7661,4,19,2,2,1,1,IN,3.4,3.3,2.8,3.5,4.2
7662,4,16,2,1,1,1,IN,3.6,3.7,2.9,2.9,3.8
7663,3,15,1,1,1,1,AU,4.1,3.6,3.0,2.9,3.6
7664,3,48,1,1,1,1,AU,3.5,3.1,3.7,3.5,3.3
7665,3,20,2,2,1,2,SE,2.9,2.3,3.0,3.3,1.8
7666,11,30,2,2,1,1,PH,3.7,3.4,3.5,4.1,2.9
7667,3,19,1,2,1,2,GB,2.8,3.0,2.9,3.0,2.5
7668,11,18,2,1,1,1,ID,3.0,3.2,3.3,3.6,3.1
7669,4,23,1,2,1,2,IN,3.4,3.2,3.2,3.3,2.6
7670,3,40,1,1,1,5,TT,3.6,3.2,2.6,3.0,3.5
7671,3,14,1,2,1,1,AU,3.5,3.4,3.4,2.8,3.6
7672,4,24,2,1,2,1,ES,3.4,3.1,3.0,2.9,2.2
7673,1,45,1,2,1,2,US,3.4,3.1,3.0,3.4,2.7
7674,4,32,1,2,1,2,CA,3.2,3.3,3.2,3.3,2.6
7675,3,26,2,1,1,1,FR,3.6,3.0,3.4,3.1,3.1
7676,13,25,2,2,1,2,IN,3.8,3.9,3.3,3.2,2.9
7677,3,15,1,2,1,1,GB,2.4,3.0,3.4,3.2,4.4
7678,13,20,1,2,1,1,PH,3.0,2.8,3.3,3.4,4.3
7679,13,24,2,1,1,2,MY,3.7,3.5,3.0,3.1,3.2
7680,11,16,2,2,1,1,PH,3.2,3.5,2.6,3.2,3.9
7681,1,16,2,2,1,2,IL,3.1,2.7,2.7,3.2,2.7
7682,13,52,2,2,1,1,PH,3.0,3.4,3.4,3.8,2.6
7683,3,17,1,1,1,1,PL,4.1,3.4,2.6,2.7,4.3
7684,4,22,1,1,1,1,US,3.1,3.0,3.0,3.1,2.9
7685,8,20,2,1,1,1,BR,2.9,2.9,3.1,3.3,3.2
7686,11,14,2,2,1,1,PH,2.5,2.1,2.8,2.6,3.5
7687,11,14,2,2,2,1,PH,3.2,2.9,3.3,3.5,3.8
7688,3,21,1,1,1,1,US,3.4,2.8,2.7,2.9,4.1
7689,3,47,1,2,1,1,US,3.2,3.1,3.3,3.3,2.5
7690,11,46,2,2,1,1,SG,3.5,3.3,3.0,3.3,3.9
7691,11,15,1,2,1,1,PH,2.2,3.4,2.4,3.7,4.0
7692,3,37,1,1,1,5,US,3.8,3.3,3.1,3.1,2.7
7693,3,39,2,1,1,5,PT,3.6,3.7,3.6,3.5,2.7
7694,3,18,1,2,1,2,US,3.1,3.5,3.2,3.3,3.0
7695,3,19,1,1,1,5,US,2.4,2.9,3.2,3.0,2.2
7696,1,25,1,1,1,1,DE,3.1,3.2,3.3,3.3,3.9
7697,4,19,2,2,1,1,IN,3.4,3.0,3.0,3.8,3.3
7698,4,32,2,1,1,1,IN,3.4,2.7,3.6,3.4,2.8
7699,3,14,1,1,1,1,AU,3.5,3.3,2.7,3.1,3.9
7700,3,60,1,2,1,1,US,2.8,3.3,3.0,3.4,4.0
7701,1,19,2,1,1,1,BR,3.3,3.4,3.2,3.1,2.3
7702,13,64,1,1,1,1,US,3.4,3.4,3.2,3.2,2.2
7703,3,34,1,2,1,2,US,3.6,3.5,2.9,3.4,2.9
7704,3,28,1,2,1,2,US,4.1,2.9,2.7,2.8,4.1
7705,1,56,1,2,1,5,US,3.1,2.8,3.4,3.4,3.2
7706,4,22,2,1,1,1,A2,3.1,2.3,3.3,3.1,2.3
7707,3,20,2,1,1,1,ES,3.6,2.8,3.0,2.9,3.3
7708,4,19,2,2,1,1,IN,3.0,2.7,2.9,3.3,3.4
7709,13,19,1,2,1,1,AL,3.3,3.3,3.1,3.5,2.7
7710,3,19,2,2,1,1,BR,3.2,3.1,3.3,3.5,3.9
7711,3,42,2,1,1,5,HU,3.2,3.2,3.0,2.7,3.0
7712,4,34,1,1,1,2,SG,3.0,2.8,3.4,3.5,2.7
7713,3,23,1,2,1,5,GB,3.3,3.6,3.1,3.4,3.3
7714,3,22,1,2,1,2,CA,3.1,2.9,3.2,3.2,3.0
7715,3,22,1,2,1,2,GB,2.4,2.9,2.3,2.6,3.6
7716,1,20,1,2,1,1,DO,3.7,3.3,2.3,3.2,4.1
7717,3,21,1,2,2,2,US,3.0,3.0,3.1,3.2,3.7
7718,3,18,2,2,1,1,NL,3.3,3.3,2.9,3.0,3.2
7719,3,21,1,1,1,2,US,3.4,3.5,3.3,3.2,2.8
7720,3,66,1,2,1,1,US,3.3,2.9,3.5,3.5,2.2
7721,9,29,1,2,1,1,US,3.2,3.1,3.3,3.3,3.7
7722,3,20,1,2,1,3,GB,3.2,3.1,3.1,3.3,3.7
7723,3,20,2,1,1,1,FI,3.4,3.5,2.8,2.7,3.3
7724,3,33,1,2,1,2,CA,3.3,3.5,2.7,2.7,3.6
7725,11,20,2,2,1,1,SE,2.9,3.2,2.8,3.2,3.4
7726,5,17,2,2,1,1,AE,3.4,3.2,3.1,3.5,4.1
7727,3,43,1,2,1,1,NZ,3.6,3.2,3.0,3.5,2.4
7728,3,19,1,2,3,1,US,3.2,3.1,2.9,3.2,3.5
7729,3,17,2,2,1,2,SK,2.9,3.6,3.2,3.3,4.0
7730,3,43,1,2,1,1,US,3.1,3.4,3.5,3.5,3.4
7731,13,21,1,2,1,1,US,3.1,2.9,3.1,3.0,2.2
7732,3,36,1,1,1,2,US,3.5,3.2,3.0,3.3,3.0
7733,4,21,2,2,1,1,IN,3.8,3.9,3.4,4.0,3.5
7734,11,38,1,2,1,2,US,3.2,3.3,3.1,3.4,2.4
7735,3,32,2,2,1,5,CA,3.5,3.5,2.9,3.2,2.6
7736,3,20,1,2,1,3,DK,2.9,3.1,3.1,2.9,3.2
7737,8,43,1,2,1,5,US,2.3,3.2,2.4,3.2,2.1
7738,3,60,1,2,0,1,US,3.2,3.0,3.1,3.4,1.9
7739,3,19,2,2,1,3,NL,4.1,3.2,3.0,3.2,3.6
7740,3,20,1,1,1,5,US,3.5,3.3,3.3,3.1,2.7
7741,4,21,2,1,1,1,IN,3.8,3.3,2.7,3.5,3.3
7742,3,17,2,1,1,1,US,3.7,3.7,3.8,3.7,3.5
7743,3,54,1,2,1,1,US,3.8,3.4,3.1,3.3,2.7
7744,13,16,2,2,1,2,US,2.4,2.9,3.3,3.4,3.3
7745,3,46,1,1,1,1,US,4.2,3.3,2.8,3.3,3.5
7746,3,16,1,1,1,1,GB,4.0,3.7,3.1,3.0,4.1
7747,3,16,1,2,1,1,GB,3.4,2.8,3.6,3.1,3.3
7748,3,19,1,2,1,1,US,3.3,3.4,3.2,3.4,2.6
7749,1,16,1,2,1,1,US,2.8,3.1,2.7,3.3,2.9
7750,3,28,1,1,1,2,US,3.4,3.4,3.0,2.6,2.2
7751,3,26,2,1,1,1,PL,3.3,3.7,3.1,2.9,3.9
7752,1,24,2,2,1,1,EC,4.0,3.9,3.4,3.8,4.2
7753,0,48,1,2,1,2,GB,2.9,2.8,3.2,3.3,2.9
7754,11,20,1,1,1,1,CA,2.8,2.9,2.5,3.0,3.5
7755,11,38,2,2,1,2,US,2.8,2.9,3.2,3.0,3.3
7756,1,1995,2,2,1,1,PR,3.1,3.0,3.0,2.6,2.5
7757,3,28,2,2,1,1,PT,3.7,3.4,2.6,3.4,3.4
7758,3,18,2,2,1,5,RO,3.6,3.5,3.3,3.2,3.8
7759,3,29,2,1,1,1,PT,3.4,4.0,2.6,2.9,3.7
7760,3,21,2,1,1,1,PT,3.1,2.8,3.3,3.0,3.0
7761,3,59,1,1,1,1,US,3.0,2.8,3.4,2.7,3.7
7762,13,20,1,2,1,1,US,3.0,3.3,3.2,3.1,3.5
7763,3,26,2,1,1,1,RS,3.6,2.8,2.3,3.2,2.3
7764,3,30,1,2,1,5,GB,3.3,3.2,3.0,3.2,2.9
7765,13,21,1,2,1,2,US,2.9,3.2,3.1,3.4,3.2
7766,3,14,1,2,1,5,US,3.0,2.9,3.6,2.9,2.6
7767,3,18,1,2,1,1,US,3.8,3.3,3.4,3.5,3.7
7768,13,27,1,1,1,4,US,3.6,3.4,3.5,2.6,3.4
7769,3,28,1,1,1,5,GB,3.7,3.5,3.0,2.9,2.4
7770,3,30,1,2,1,5,GB,3.8,3.3,3.4,3.4,2.5
7771,3,16,1,2,1,1,US,3.5,3.4,3.2,3.5,3.2
7772,3,21,1,2,1,1,US,3.5,3.4,3.2,3.5,3.0
7773,3,35,1,2,1,2,CA,3.7,3.4,2.8,3.4,2.8
7774,3,17,2,2,1,2,PL,3.5,3.1,3.3,2.9,4.2
7775,3,62,1,2,1,5,US,3.7,3.3,3.6,3.5,2.9
7776,3,32,1,2,1,1,US,2.8,3.3,2.9,3.3,2.7
7777,3,23,1,2,2,1,GB,2.5,2.9,2.7,2.8,3.6
7778,3,49,1,1,1,1,CA,3.3,3.4,3.0,2.5,3.7
7779,11,16,2,2,1,1,US,2.9,3.1,3.2,3.0,3.8
7780,3,19,1,2,1,1,GB,3.0,3.0,2.9,3.1,3.3
7781,11,21,1,2,3,2,US,3.3,3.5,3.2,3.2,3.2
7782,1,33,2,1,1,1,CO,3.3,3.1,3.0,3.3,2.7
7783,3,26,1,1,1,2,US,3.5,3.3,3.5,2.7,1.9
7784,9,28,2,2,1,1,US,2.9,3.5,3.2,3.4,2.4
7785,13,20,1,2,1,1,US,3.2,3.1,3.0,3.5,3.7
7786,13,48,1,2,1,3,US,3.4,3.4,3.0,3.4,2.0
7787,3,20,1,1,1,1,US,3.6,3.3,3.1,3.1,1.9
7788,13,24,2,1,1,1,MX,3.3,3.3,2.5,3.0,3.7
7789,1,17,1,1,1,2,GB,2.7,2.8,3.2,3.7,3.2
7790,3,46,1,2,1,1,US,3.7,2.8,3.0,3.1,3.4
7791,5,35,2,1,1,1,US,3.8,3.2,2.9,3.0,2.0
7792,3,23,1,1,1,2,GB,3.1,3.4,3.0,3.3,4.0
7793,3,41,1,2,2,2,US,3.9,3.4,2.9,3.3,3.9
7794,13,38,2,1,1,2,US,3.6,3.4,3.4,3.2,1.8
7795,3,18,1,2,1,2,US,3.4,3.0,2.9,3.0,3.2
7796,12,24,1,2,3,5,US,3.5,3.3,3.0,3.0,2.8
7797,3,18,1,2,1,1,US,3.5,3.9,2.8,3.1,4.0
7798,3,20,1,2,1,1,US,3.5,3.1,2.5,3.2,4.1
7799,12,15,2,2,1,1,BR,3.3,3.1,3.0,3.1,3.0
7800,3,15,1,2,1,1,US,3.4,3.4,2.6,3.1,4.2
7801,3,30,1,1,1,1,CA,3.2,3.1,2.6,2.9,3.8
7802,10,52,1,1,1,1,AU,3.8,3.1,2.9,2.8,1.6
7803,5,18,2,1,0,1,TR,3.0,2.7,3.1,3.4,3.1
7804,3,21,1,2,1,2,US,3.4,2.9,3.4,3.0,3.0
7805,11,23,2,1,1,1,PH,3.0,3.8,2.5,3.8,1.8
7806,3,40,2,2,1,2,US,4.0,3.1,2.3,3.4,3.4
7807,3,28,1,1,1,1,US,3.7,3.1,2.8,2.8,3.4
7808,3,16,1,1,1,1,US,3.5,3.1,3.4,3.3,3.2
7809,3,16,1,2,1,1,US,3.4,3.3,3.3,3.1,3.1
7810,3,18,1,2,1,1,CA,3.3,3.1,2.5,3.2,4.2
7811,13,35,2,2,1,1,US,3.7,3.0,2.5,2.8,3.3
7812,3,18,1,1,2,1,US,3.5,3.2,3.0,2.6,3.9
7813,3,50,1,2,1,1,US,3.1,3.1,3.1,3.1,2.4
7814,11,21,2,2,2,1,PH,3.8,2.7,2.9,3.6,3.1
7815,12,19,2,1,1,1,FR,4.1,3.8,3.6,2.9,2.6
7816,13,18,2,2,1,1,US,3.6,3.3,3.1,3.3,3.0
7817,12,19,1,2,1,1,US,3.8,2.8,3.1,3.4,1.9
7818,3,21,1,1,1,1,US,2.9,3.0,2.7,2.7,2.4
7819,3,20,1,2,1,1,US,2.9,2.9,2.6,3.0,2.2
7820,11,14,1,2,1,1,US,3.1,3.2,3.6,3.1,2.9
7821,3,24,1,1,1,5,US,3.1,2.9,3.0,3.1,2.4
7822,8,21,2,2,1,1,PH,3.0,3.4,3.6,3.7,3.2
7823,3,20,1,2,1,5,US,2.8,3.0,2.5,2.9,2.0
7824,3,63,1,2,1,1,US,3.5,2.6,3.0,3.1,2.6
7825,7,18,1,2,1,1,US,3.3,2.8,3.0,3.3,2.9
7826,9,28,1,2,1,2,US,3.9,2.8,3.4,3.4,2.3
7827,5,20,2,2,1,1,AR,3.1,2.9,3.2,3.4,3.6
7828,3,19,1,2,1,1,AU,2.6,3.3,3.7,3.2,3.7
7829,3,22,1,1,1,1,US,3.0,2.7,3.0,3.4,2.2
7830,3,45,1,1,1,5,US,3.4,2.9,3.1,3.0,3.0
7831,11,17,2,2,1,1,PH,3.1,2.7,2.7,3.1,3.5
7832,6,20,1,1,2,1,CA,3.6,3.9,3.4,3.4,4.0
7833,6,20,2,1,1,1,ZA,3.8,2.8,2.9,2.8,3.5
7834,13,25,2,2,1,5,BR,3.5,4.0,3.3,3.9,3.4
7835,5,27,1,2,1,2,US,3.3,3.3,2.4,3.3,2.7
7836,13,42,1,2,1,1,US,3.8,3.7,2.9,3.8,2.1
7837,1,24,1,2,1,1,TT,3.6,2.9,2.7,3.0,3.3
7838,6,23,1,2,1,1,US,2.9,3.0,3.5,3.3,4.4
7839,3,19,2,2,1,1,BG,3.7,3.2,2.6,2.9,2.1
7840,3,18,1,2,1,2,NZ,3.4,3.5,3.3,3.2,3.5
7841,11,18,2,1,1,1,ID,2.3,3.5,3.2,3.6,4.0
7842,3,39,1,2,1,1,US,3.7,3.2,3.0,3.3,2.9
7843,13,51,1,1,1,5,US,3.3,3.4,3.2,3.5,3.2
7844,11,22,2,2,1,1,PH,3.4,4.0,3.6,3.7,3.4
7845,13,18,2,1,1,1,US,3.3,3.0,2.2,1.6,2.9
7846,3,30,2,2,1,1,US,2.9,3.3,3.1,2.9,2.3
7847,1,22,1,1,1,3,US,3.3,3.4,3.5,3.6,4.3
7848,13,19,1,1,1,5,US,3.4,3.3,2.9,2.8,2.8
7849,4,20,2,1,1,1,PK,3.2,3.0,2.9,2.9,3.0
7850,3,21,2,2,1,1,CL,3.9,3.4,2.6,3.2,3.6
7851,3,17,1,2,1,1,US,3.5,3.3,3.3,3.4,2.8
7852,4,16,2,2,1,1,IN,2.8,3.2,3.1,3.4,2.8
7853,3,18,1,2,2,5,AU,3.9,3.5,2.5,3.5,1.9
7854,3,27,1,1,1,1,US,3.5,2.8,2.6,3.1,3.6
7855,1,17,1,1,1,1,AU,2.7,2.3,3.4,2.8,3.8
7856,8,18,1,2,1,5,CA,2.8,2.7,2.7,2.5,3.5
7857,3,20,1,2,1,5,US,2.8,2.7,2.7,3.1,2.8
7858,11,22,2,1,1,1,IN,3.6,3.2,3.0,3.1,4.1
7859,1,16,1,1,2,1,US,3.4,3.1,3.4,3.1,2.4
7860,3,16,1,2,1,1,US,3.5,3.2,2.9,3.3,3.0
7861,3,18,1,1,1,2,CA,3.7,3.0,3.2,2.5,2.7
7862,4,40,2,1,1,2,AE,3.0,3.6,3.5,3.4,3.7
7863,4,15,2,2,1,1,IN,3.8,3.1,3.3,3.9,3.5
7864,11,29,2,2,1,5,US,2.7,3.2,3.3,3.1,4.1
7865,3,20,1,2,1,5,CA,3.0,3.3,3.8,2.9,3.5
7866,4,23,2,1,1,2,IN,3.1,2.7,3.6,4.2,2.7
7867,13,23,2,1,1,5,IN,3.3,3.2,2.6,3.4,4.3
7868,4,24,2,1,1,5,IN,2.9,3.1,3.4,3.8,3.2
7869,11,14,2,2,3,1,PH,3.3,3.0,2.7,3.6,3.7
7870,10,33,1,2,1,1,AU,3.5,2.8,2.9,3.1,3.3
7871,11,19,2,2,1,1,US,3.3,3.0,3.2,3.4,2.9
7872,12,27,2,1,1,2,MY,4.3,3.4,4.6,3.8,3.6
7873,4,21,2,1,3,1,IN,3.6,3.4,3.2,2.6,3.7
7874,3,42,1,2,1,1,US,4.1,3.2,2.9,3.1,2.7
7875,0,16,1,2,1,1,US,3.3,2.8,3.0,2.9,3.3
7876,13,23,2,0,1,5,IN,3.6,3.9,3.5,3.2,4.0
7877,11,13,1,2,1,2,SG,3.5,3.2,2.9,3.3,3.6
7878,3,34,1,2,1,1,US,3.8,3.5,3.6,3.6,2.4
7879,3,25,1,1,1,1,US,3.1,3.0,3.5,3.0,3.6
7880,3,27,2,2,1,2,FI,3.4,2.7,3.2,3.0,2.6
7881,3,16,1,1,1,1,US,3.6,3.2,3.3,3.5,4.1
7882,3,15,1,2,1,2,US,3.6,3.2,2.8,3.2,2.9
7883,3,28,1,2,2,2,US,3.4,2.9,2.7,3.5,2.7
7884,3,21,2,1,1,1,AR,3.1,2.9,2.9,2.9,2.4
7885,3,22,1,1,1,1,AU,3.2,3.2,3.1,3.0,3.1
7886,11,24,2,2,1,2,IN,3.0,3.7,3.3,3.5,4.3
7887,3,18,1,1,1,1,US,3.3,3.1,3.1,2.9,3.6
7888,3,18,1,2,1,5,US,3.7,4.2,3.0,2.6,3.5
7889,11,14,2,2,3,1,PH,4.1,3.4,2.4,2.8,3.0
7890,11,21,2,2,1,1,MY,3.4,3.1,3.6,3.9,3.3
7891,11,19,2,2,1,2,SG,3.0,3.3,3.3,3.8,2.9
7892,1,20,2,1,1,1,TR,3.2,2.7,3.9,3.5,3.8
7893,3,23,2,1,1,1,ES,3.1,3.5,3.4,3.3,3.1
7894,13,32,2,1,1,5,UG,2.8,2.7,2.9,2.8,2.1
7895,11,21,1,1,1,2,MY,3.7,3.1,3.8,3.9,2.1
7896,13,28,2,2,1,1,SG,2.9,2.8,3.1,3.1,2.9
7897,1,40,1,2,1,1,US,2.6,2.8,2.7,3.1,3.9
7898,3,23,2,1,1,3,FI,3.8,2.7,2.6,3.2,2.5
7899,3,18,2,2,1,2,MT,3.6,3.6,2.9,3.6,4.1
7900,11,39,2,1,1,2,SG,3.3,2.7,2.9,3.1,2.0
7901,3,14,1,2,1,1,AU,3.5,2.8,3.2,3.1,3.3
7902,11,19,2,1,3,1,PH,3.5,4.0,3.3,3.3,3.7
7903,3,19,2,1,1,1,SI,3.1,3.0,3.1,3.4,3.3
7904,3,44,1,1,1,1,US,3.6,3.1,3.3,3.7,3.1
7905,11,17,2,1,1,1,MY,3.7,3.5,3.7,3.3,2.8
7906,1,15,1,2,1,1,US,3.2,2.9,2.8,3.4,3.4
7907,3,14,1,1,1,1,AU,3.1,3.0,2.7,3.0,2.2
7908,11,13,2,1,1,1,PH,2.9,3.3,3.1,3.2,3.2
7909,3,40,1,2,1,1,GB,2.9,2.9,2.7,3.9,3.4
7910,4,35,2,1,1,1,IN,3.7,3.0,3.0,2.9,1.9
7911,4,21,2,1,1,1,IN,2.5,2.7,3.3,3.3,3.0
7912,3,16,2,2,1,1,NL,2.8,2.7,2.8,3.4,2.0
7913,1,20,2,2,1,5,SE,3.6,3.0,3.4,3.2,2.4
7914,3,21,1,2,1,2,US,3.0,3.4,3.0,2.6,3.3
7915,3,20,2,1,1,2,GB,3.8,3.1,3.2,3.3,2.8
7916,3,18,2,1,1,1,BG,3.1,2.4,2.7,2.6,2.8
7917,3,15,2,2,1,1,LV,3.4,2.9,2.9,2.8,3.8
7918,11,16,2,2,1,1,ID,3.0,3.4,3.3,3.6,4.3
7919,3,17,1,1,1,1,GB,2.8,2.6,2.9,2.8,2.4
7920,3,44,1,2,1,1,GB,3.8,2.7,3.1,2.7,2.4
7921,11,13,1,2,1,1,GB,3.3,2.5,2.5,2.7,3.2
7922,13,15,2,2,1,1,PK,2.3,2.7,2.7,3.2,4.0
7923,4,16,1,2,2,1,AE,3.6,3.4,3.1,3.3,3.5
7924,3,17,1,2,1,1,AU,3.2,3.0,3.5,3.0,3.5
7925,3,30,2,1,1,1,GB,3.6,3.4,3.4,3.1,2.4
7926,13,22,2,1,1,3,IN,3.6,3.4,3.2,3.1,4.4
7927,3,19,1,2,1,2,US,2.5,3.8,3.6,3.0,3.3
7928,11,22,2,2,1,1,PH,3.2,3.7,3.3,3.6,3.1
7929,3,13,2,2,1,1,ES,3.1,3.4,2.6,3.0,3.6
7930,13,21,2,1,1,2,IN,3.3,2.9,3.1,3.1,3.4
7931,4,23,2,2,1,2,IN,3.0,3.8,5.0,3.8,3.4
7932,1,44,1,1,1,2,US,3.8,3.1,3.0,3.5,2.8
7933,3,30,2,2,2,2,TN,3.4,3.1,3.5,3.1,3.1
7934,11,53,2,2,1,1,SG,2.5,2.0,3.0,2.7,2.7
7935,11,19,2,2,1,1,PH,3.4,3.0,3.1,3.0,3.5
7936,11,19,2,1,1,1,PH,3.4,3.3,3.7,2.9,3.5
7937,3,19,1,2,2,2,GB,2.3,2.3,2.3,3.4,4.4
7938,13,28,2,1,1,1,PK,2.6,3.3,3.2,3.6,3.5
7939,13,22,2,2,1,2,IN,3.3,2.8,3.0,3.3,4.3
7940,3,26,1,2,1,2,US,3.4,3.1,3.0,3.5,3.9
7941,1,18,1,2,1,1,FR,3.3,2.8,3.1,3.1,3.4
7942,13,19,2,2,1,1,IN,3.7,3.1,3.5,4.2,4.6
7943,3,31,1,2,1,2,US,4.0,3.4,2.9,3.3,3.9
7944,3,26,2,3,1,1,DE,3.5,2.7,2.4,3.3,3.7
7945,3,17,1,2,1,2,GB,3.3,2.7,3.4,2.7,2.9
7946,3,50,1,1,1,1,US,3.7,3.2,2.9,3.0,2.8
7947,4,16,2,1,1,1,IN,3.4,3.4,3.3,2.9,3.1
7948,13,17,2,2,1,1,MX,3.8,3.9,3.4,3.7,3.4
7949,3,40,1,1,2,1,US,3.7,2.7,3.1,3.2,2.5
7950,3,18,2,2,1,1,ES,3.5,3.8,3.2,3.4,3.7
7951,3,17,2,1,1,1,DE,3.5,3.2,3.2,3.3,3.2
7952,6,24,1,2,1,5,US,4.0,3.4,3.2,3.1,2.9
7953,3,15,1,2,3,1,US,3.3,3.2,2.5,2.4,2.1
7954,13,16,1,2,1,2,US,3.4,3.6,3.1,2.9,3.0
7955,3,33,1,2,1,1,PT,3.2,3.2,3.1,3.2,2.2
7956,3,33,1,2,1,1,US,3.6,3.6,3.0,3.2,3.5
7957,3,15,2,2,1,1,DE,3.7,3.8,3.3,3.2,2.9
7958,3,44,2,1,1,2,NO,3.4,3.0,3.2,3.0,3.0
7959,3,20,1,2,1,5,US,2.6,2.3,2.9,3.2,1.8
7960,3,21,2,1,1,2,ES,3.5,2.5,3.0,2.8,2.0
